record_id,buyer_risk_score,buyer_payment_history,supplier_reliability,production_delay_days,shipment_delay_days,payment_delay_days,inventory_age_days,deterioration,invoice_dispute_flag,duplicate_financing_flag,source_confidence,stage_progress,advance_rate_requested,financing_utilization,demand_volatility,order_value,adverse_outcome
H000189,0.24866,0.85393,0.87014,7.09,0.24,0.0,18.03,0,0,1,0.81638,0.71429,0.15,0.42919,0.19965,1515425.93,0
H000190,0.20737,0.97286,0.76853,4.78,5.48,4.83,0.0,0,0,0,0.70651,0.85714,0.19665,0.60579,0.46792,6744581.97,0
H000191,0.14284,0.91294,0.58031,0.0,4.94,8.45,34.36,0,0,0,1.0,0.14286,0.21066,0.8085,0.22189,594539.54,0
H000192,0.39277,0.69104,0.87062,1.18,0.55,0.0,6.62,0,0,0,1.0,1.0,0.63141,0.62171,0.31762,1057852.32,0
H000193,0.27556,0.94638,0.70691,0.35,3.88,0.0,11.05,0,0,0,1.0,0.71429,0.73899,0.8266,0.07785,661924.41,0
H000194,0.096,0.90177,0.62293,0.0,1.17,0.0,9.51,0,0,0,0.95403,1.0,0.23013,0.34488,0.54501,175213.03,0
H000195,0.30027,0.87535,0.97408,0.0,2.69,12.56,22.81,0,0,0,0.93795,0.0,0.61869,0.55098,0.00578,972806.88,0
H000196,0.13603,0.55576,0.74364,3.44,3.84,0.0,51.77,0,0,0,0.87187,1.0,0.77625,0.34387,0.49868,56093.01,1
H000197,0.28881,0.50027,0.83338,1.44,6.04,0.0,58.46,0,0,0,0.88772,0.14286,0.49326,0.85269,0.12092,1238227.78,1
H000198,0.34492,0.5554,0.91007,3.81,3.83,6.47,4.48,0,0,0,0.85901,0.57143,0.29152,0.55565,0.0,1227808.87,0
H000199,0.20412,0.94938,0.972,0.0,0.06,0.0,39.14,0,0,0,0.70574,0.57143,0.58934,0.406,0.14211,265011.23,0
H000200,0.26653,0.95544,0.76612,7.85,5.6,0.0,18.61,0,0,0,0.71739,0.28571,0.4953,0.32095,0.31247,344980.41,0
H000201,0.11566,0.74757,0.95468,0.0,3.35,0.0,3.72,0,0,0,0.95642,0.85714,0.56521,0.49615,0.39333,425955.57,0
H000202,0.56797,0.94556,0.77958,5.06,0.0,13.25,11.35,0,0,0,0.705,0.85714,0.49519,0.63812,0.63057,617547.04,0
H000203,0.31065,0.66871,0.78825,0.0,0.9,3.39,1.06,0,0,0,0.79536,0.28571,0.65239,0.5316,0.0135,1053768.82,0
H000204,0.40109,0.81334,0.48361,0.0,2.7,0.0,34.36,0,0,1,0.86388,0.28571,0.44709,0.50016,0.27836,1996138.82,1
H000205,0.35061,0.71008,0.6966,0.0,0.0,3.84,0.0,0,0,0,0.85511,0.85714,0.43414,0.66482,0.04097,1013672.45,0
H000206,0.17212,0.67684,0.86472,0.02,3.83,0.0,0.0,1,0,0,1.0,0.42857,0.70789,0.53594,0.49736,885385.77,0
H000207,0.29783,0.93314,0.75284,0.0,0.0,2.07,24.46,0,0,0,0.93663,0.85714,0.51186,0.83137,0.08682,2160539.14,0
H000208,0.25152,0.83845,0.86395,11.68,0.66,3.62,0.0,0,0,0,0.64619,0.57143,0.61755,0.67643,0.534,317087.11,1
H000209,0.15108,0.88286,0.70157,9.95,8.3,6.86,36.15,1,0,0,1.0,1.0,0.44126,0.79581,0.5129,801922.06,1
H000210,0.43573,0.84111,0.8292,2.13,1.92,6.64,28.5,0,0,0,0.78945,0.57143,0.31191,0.79168,0.42177,421408.83,0
H000211,0.438,0.92752,0.74633,9.19,4.49,0.0,23.08,0,0,0,0.93611,0.71429,0.557,0.7005,0.25437,1861756.83,0
H000212,0.23216,0.63709,0.92118,1.4,0.0,18.52,16.9,1,0,0,0.70074,0.28571,0.5984,0.60954,0.37594,866524.05,1
H000213,0.16254,0.94088,0.96539,0.77,0.0,0.0,0.0,0,0,0,0.92554,1.0,0.36184,0.41939,0.21707,634502.43,0
H000214,0.15963,0.59376,0.86454,3.43,0.0,7.24,19.41,0,0,0,0.90661,0.57143,0.55222,0.30626,0.33101,859859.03,0
H000215,0.34402,0.84204,0.77214,1.57,2.21,0.0,32.97,0,0,0,0.67096,0.14286,0.58704,0.48031,0.50677,1402384.81,1
H000216,0.54442,0.68647,0.89746,8.13,4.89,4.4,27.17,0,0,0,0.79292,1.0,0.79609,0.55111,0.1234,889581.84,0
H000217,0.12603,0.93267,0.68113,2.19,0.0,6.25,0.0,0,0,0,0.8573,0.28571,0.51144,0.64678,0.32764,872422.51,0
H000218,0.17612,0.74632,0.56063,0.0,2.93,0.0,12.53,0,0,0,1.0,0.85714,0.59186,0.96395,0.27504,1058511.47,0
H000219,0.24205,0.81579,0.83314,6.7,0.0,0.0,21.12,0,0,0,0.93807,0.42857,0.59827,0.30818,0.35712,462317.2,0
H000220,0.49758,0.84718,0.80096,4.52,3.66,1.42,11.67,0,0,0,0.62712,1.0,0.59482,0.49011,0.43646,1067556.1,1
H000221,0.06877,0.78422,0.70414,0.68,0.0,0.0,0.0,0,0,0,0.87167,0.14286,0.51084,0.59962,0.07797,541392.7,0
H000222,0.11564,0.8697,0.96554,0.0,2.23,5.11,29.07,0,0,0,0.84574,0.85714,0.86427,0.56778,0.22458,126874.83,0
H000223,0.20869,0.84015,0.8496,5.23,0.94,0.0,0.0,0,0,0,0.96327,0.57143,0.5497,0.50606,0.16631,120981.73,0
H000224,0.10564,0.8217,0.70909,7.94,3.81,0.0,34.25,0,0,0,0.87246,0.57143,0.77828,0.17324,0.27953,1300632.79,0
H000225,0.53881,0.81073,0.85755,0.0,4.45,9.67,0.0,0,0,0,0.68206,0.71429,0.53251,0.44075,0.57426,1319025.45,1
H000226,0.20642,0.72499,0.85527,0.64,0.0,0.0,7.94,0,0,0,1.0,1.0,0.57431,0.51381,0.13427,166409.5,0
H000227,0.29191,0.74924,0.83611,2.49,2.53,10.14,39.89,0,0,0,0.82406,1.0,0.68573,0.81705,0.32297,432457.62,0
H000228,0.32652,0.92964,0.55963,6.34,0.09,12.5,24.77,0,0,0,0.8536,0.57143,0.61287,0.43512,0.28537,500905.92,0
H000229,0.10623,0.69155,0.72215,1.61,2.36,3.48,15.35,0,0,0,0.80198,0.14286,0.69951,0.81264,0.29152,306830.06,0
H000230,0.11387,0.8861,0.81617,3.29,5.6,0.0,16.91,0,0,0,0.86664,0.42857,0.59646,0.57654,0.302,544458.64,0
H000231,0.32154,0.83648,0.92719,9.29,0.72,0.08,10.06,1,0,0,0.83899,0.71429,0.83663,0.6235,0.21591,898283.71,1
H000232,0.06538,0.81915,0.80531,1.79,0.0,0.0,5.99,0,0,0,0.89514,0.0,0.53315,0.5242,0.30947,588331.72,0
H000233,0.07532,0.8773,0.5928,5.27,1.63,0.0,25.62,1,0,0,0.76029,0.42857,0.33785,0.79614,0.45293,162745.41,1
H000234,0.12066,0.71046,0.71636,5.11,2.47,7.48,22.93,0,0,0,0.85576,0.0,0.47131,0.87766,0.30602,479884.3,0
H000235,0.39591,0.75147,0.64717,1.75,0.0,0.06,20.9,0,0,0,0.80197,1.0,0.52544,0.49585,0.33646,870250.76,0
H000236,0.46074,0.66601,0.79727,0.0,0.0,14.16,28.94,1,0,0,0.87262,0.0,0.61439,0.47995,0.48945,170262.07,0
H000237,0.13466,0.5812,0.8942,10.52,4.13,5.67,37.58,0,0,0,0.81934,0.42857,0.39797,0.58284,0.36113,121817.23,0
H000238,0.20256,0.84978,0.89484,5.39,0.0,8.55,22.94,0,0,0,0.91068,1.0,0.6259,0.32807,0.0,559332.26,0
H000239,0.43736,0.64893,0.86058,3.65,3.76,9.13,17.03,1,1,0,0.8201,0.71429,0.68817,0.59197,0.33204,263934.54,0
H000240,0.28838,0.98087,0.89557,1.59,4.03,6.26,0.0,0,0,0,1.0,0.14286,0.34379,0.87497,0.57252,231569.91,0
H000241,0.17,0.9299,0.91314,0.0,0.0,0.76,0.0,0,0,0,0.65057,0.71429,0.80741,0.29422,0.32178,297164.08,0
H000242,0.29038,0.88886,0.8921,0.0,0.0,0.0,32.39,0,0,0,0.74532,1.0,0.76083,0.34136,0.30745,396917.6,0
H000243,0.40692,0.71145,0.87851,0.0,0.98,0.09,7.18,0,0,0,0.89952,0.28571,0.7955,0.90757,0.31699,355388.47,0
H000244,0.19567,0.62382,0.63574,0.0,3.16,0.76,27.52,0,0,0,0.69408,0.71429,0.64721,0.82757,0.60062,152617.51,0
H000245,0.22484,0.88765,0.90214,9.02,1.65,7.21,0.0,0,0,0,0.8813,0.85714,0.56046,0.57986,0.39993,541350.31,0
H000246,0.24196,0.93924,0.63229,8.23,3.17,9.04,45.96,0,0,0,0.70669,0.14286,0.53597,0.17528,0.57006,98089.12,0
H000247,0.3949,0.57775,0.6675,1.48,2.01,10.98,30.49,0,0,0,0.87143,0.28571,0.41663,0.42083,0.37762,608835.16,1
H000248,0.30978,0.80408,0.84813,0.0,1.65,0.0,23.14,0,1,1,0.72424,1.0,0.38461,0.27271,0.5224,1063295.1,1
H000249,0.59312,0.87904,0.76048,3.42,0.0,6.26,30.38,0,1,0,0.87911,0.14286,0.8367,0.39398,0.41805,2477295.33,0
H000250,0.17689,0.65906,0.93005,6.13,3.58,0.0,14.06,0,0,0,0.90038,0.71429,0.66115,0.52299,0.34802,263013.46,0
H000251,0.20662,0.69311,0.9212,0.0,0.0,13.2,5.45,0,0,0,0.71335,1.0,0.15,0.57784,0.33398,1339011.2,0
H000252,0.20723,0.82947,0.80112,0.58,0.0,0.0,0.0,0,0,0,0.75311,0.0,0.85244,0.0,0.25513,609503.87,1
H000253,0.19282,0.72872,0.84343,12.49,2.05,6.64,22.45,0,0,0,0.97482,0.42857,0.7042,0.54763,0.39235,724683.04,0
H000254,0.17335,0.91147,0.63117,3.06,1.18,0.0,39.28,0,0,0,0.95083,0.57143,0.8043,0.4026,0.42497,218617.6,0
H000255,0.25801,0.78692,0.86878,11.8,4.68,6.11,17.61,0,0,0,1.0,0.71429,0.50223,0.28567,0.30742,1112908.64,0
H000256,0.63559,0.71489,0.6125,0.0,0.0,3.1,15.88,0,0,0,0.71243,0.14286,0.7154,0.39864,0.30647,232588.0,1
H000257,0.23964,0.769,0.5955,0.0,3.44,15.35,15.6,1,0,0,0.66719,0.85714,0.54129,0.64195,0.47317,652138.04,1
H000258,0.33965,0.80894,0.68556,4.81,4.1,0.0,26.95,0,0,0,0.81421,0.0,0.51067,0.48469,0.76633,1412187.47,1
H000259,0.42479,0.57817,0.78943,3.1,4.82,0.0,31.09,0,0,0,1.0,0.85714,0.58666,0.46862,0.0,119870.28,0
H000260,0.40536,0.83727,0.75389,0.0,4.39,8.95,26.27,0,0,0,1.0,0.85714,0.29142,0.50056,0.43411,152182.41,0
H000261,0.19698,0.82886,0.88674,1.68,0.63,0.0,28.09,0,0,0,0.84866,0.57143,0.46068,0.26722,0.0,946625.61,0
H000262,0.30767,0.94686,0.78141,5.53,0.0,0.0,22.5,0,0,0,0.75368,0.42857,0.77207,0.5363,0.23062,120817.53,0
H000263,0.31886,0.80113,0.75495,11.36,0.0,0.0,18.02,0,0,0,0.89922,0.71429,0.32875,0.29765,0.83118,801493.51,0
H000264,0.26764,0.82653,0.82215,0.0,0.0,2.84,2.08,0,0,0,0.91993,0.85714,0.89511,0.69924,0.41134,196765.4,0
H000265,0.34491,0.76626,0.80546,0.0,4.66,5.79,15.3,0,0,0,0.95434,0.42857,0.79879,0.69961,0.34832,426704.18,0
H000266,0.15594,0.7759,0.91786,0.0,2.12,0.99,17.79,0,0,0,0.83378,0.28571,0.27778,0.0,0.85604,685804.19,0
H000267,0.36515,0.65093,0.57518,5.72,0.0,2.61,7.09,0,0,0,0.83582,1.0,0.56346,0.57518,0.23237,227548.29,1
H000268,0.22909,0.85019,0.78633,10.02,5.25,2.87,28.29,0,0,0,0.77293,0.71429,0.509,0.4791,0.60661,349543.07,1
H000269,0.18567,0.65246,0.76917,4.62,0.0,4.11,2.82,0,0,0,0.66141,0.85714,0.52931,0.82792,0.42363,333322.36,0
H000270,0.2449,0.656,0.72168,8.35,8.6,0.0,27.42,0,0,0,0.64648,1.0,0.39465,0.3975,0.24361,1162541.14,0
H000271,0.16996,0.66259,0.80795,0.08,9.49,0.0,14.71,0,0,0,0.92758,0.71429,0.65544,0.71589,0.10895,199740.1,1
H000272,0.04424,0.39408,0.55578,0.37,1.47,7.03,18.91,0,1,0,0.73216,0.0,0.54653,0.0958,0.02931,3884140.87,0
H000273,0.08461,0.81237,0.90826,1.9,3.93,1.82,0.0,0,0,0,0.70027,0.0,0.3314,0.9669,0.16993,118403.33,0
H000274,0.22793,0.7518,0.97706,2.8,5.41,0.0,28.82,0,0,0,1.0,1.0,0.56342,0.64814,0.46304,387206.95,0
H000275,0.30669,0.83576,0.87416,6.97,0.0,14.45,3.77,0,0,0,0.90916,0.0,0.5931,0.55762,0.18855,668132.88,0
H000276,0.24423,0.71479,0.73325,1.09,0.0,11.68,63.48,0,0,0,0.86262,0.42857,0.61513,0.74929,0.23824,542435.29,1
H000277,0.25268,0.70843,0.77097,2.16,2.7,4.72,19.33,0,0,0,0.88641,0.28571,0.53739,0.53636,0.52925,342840.08,0
H000278,0.16329,0.87299,0.55445,15.0,3.94,12.13,0.0,0,0,0,0.99569,0.57143,0.49557,0.4374,0.0,94919.24,1
H000279,0.18454,0.7935,0.92352,1.97,0.21,11.18,23.82,0,0,0,0.6942,0.14286,0.73509,0.72564,0.57875,209256.61,0
H000280,0.19382,0.87061,0.86653,0.02,1.17,7.45,21.34,1,0,0,0.92551,0.0,0.52042,0.43583,0.21374,1239608.23,1
H000281,0.48791,0.82079,0.53663,5.19,9.94,10.8,56.26,0,0,0,0.85085,0.85714,0.50082,0.69991,0.27351,716563.52,1
H000282,0.1734,0.63677,0.66407,4.0,0.0,0.0,1.75,0,0,0,1.0,0.42857,0.37302,0.6171,0.34942,519132.4,0
H000283,0.14874,0.88667,0.95201,5.0,1.4,1.95,3.51,0,0,0,0.71993,0.28571,0.5091,0.45138,0.51231,198511.78,0
H000284,0.17861,0.77927,0.80464,7.35,0.0,7.48,17.34,0,0,0,0.78302,0.14286,0.71901,0.77745,0.17045,165573.34,0
H000285,0.15579,0.99021,0.74679,1.29,0.0,0.0,18.81,0,0,0,1.0,0.28571,0.87658,0.56256,0.15316,442730.34,0
H000286,0.17492,0.73712,0.92387,0.0,0.87,4.35,7.57,0,0,0,0.90726,1.0,0.44987,1.0,0.21329,167704.25,0
H000287,0.16439,0.68081,0.94084,3.62,1.22,0.62,22.86,0,0,0,0.88488,0.28571,0.66718,0.53595,0.04126,273812.68,0
H000288,0.48832,0.57459,0.67797,0.0,1.74,0.0,22.31,0,0,0,0.8985,0.0,0.66302,0.56721,0.4325,1015558.07,0
H000289,0.22308,0.61154,0.58563,6.65,2.26,0.01,16.48,0,0,0,0.67779,0.0,0.50263,0.54563,0.39575,500849.0,0
H000290,0.14496,0.81902,0.733,0.0,1.72,2.74,14.54,0,0,0,0.9092,1.0,0.60348,0.81152,0.43987,1062660.44,0
H000291,0.11795,0.84669,0.88466,0.0,0.0,0.0,0.0,0,1,0,0.75182,0.14286,0.89817,0.29768,0.32136,227127.76,1
H000292,0.16771,0.53338,0.76881,0.61,0.0,0.0,16.25,0,0,0,0.60613,0.0,0.68744,0.31038,0.14221,716717.35,1
H000293,0.24168,0.78411,0.95479,12.23,0.0,3.03,7.4,0,0,0,0.65389,1.0,0.60276,0.72238,0.45044,1614106.42,0
H000294,0.21607,0.55642,0.86206,11.31,5.0,0.0,23.02,0,0,0,1.0,0.85714,0.69956,0.33888,0.57216,212194.74,0
H000295,0.30511,0.98426,0.70838,0.0,10.19,13.2,8.13,0,0,0,0.77448,0.71429,0.60467,0.98033,0.63206,338474.19,1
H000296,0.39116,0.83099,0.8606,3.14,1.27,9.08,6.57,0,0,0,0.72134,0.71429,0.6277,0.64933,0.15281,1274198.78,0
H000297,0.31203,0.63686,0.93499,3.54,2.11,5.48,14.92,0,0,0,0.74513,0.0,0.43037,0.32753,0.0143,68455.37,0
H000298,0.53761,0.70439,0.58584,2.02,6.46,0.0,50.32,0,0,1,0.86602,0.0,0.5563,0.66156,0.46319,560279.68,1
H000299,0.23308,0.81883,0.89644,0.0,1.43,12.7,34.84,0,0,0,0.93304,0.57143,0.3808,0.60755,0.22961,338202.39,0
H000300,0.58876,0.77488,0.55795,0.11,3.52,5.26,20.13,0,1,0,0.87901,0.14286,0.51883,0.68019,0.41139,444125.25,1
H000301,0.43561,0.70172,0.93218,1.85,1.3,24.54,10.32,0,0,0,0.94748,0.14286,0.81464,0.55894,0.36128,108286.17,1
H000302,0.13076,0.89156,0.65312,0.0,1.54,4.01,27.24,0,0,0,0.71582,0.57143,0.72035,0.6155,0.42544,796966.91,0
H000303,0.28902,0.40434,0.78566,11.24,0.0,0.0,14.93,0,0,0,0.87528,0.42857,0.69735,0.42289,0.17522,715964.86,0
H000304,0.14194,0.74707,0.57911,4.01,0.83,8.22,7.54,0,0,0,0.91052,1.0,0.86955,0.70865,0.36178,163148.8,0
H000305,0.03664,0.75637,0.73801,0.0,3.18,0.0,31.45,0,0,0,0.93665,1.0,0.62172,0.22533,0.33079,3042203.65,0
H000306,0.28305,0.81027,0.62233,0.0,5.2,10.75,8.37,0,0,0,0.6381,0.85714,0.41295,0.32683,0.11733,469202.29,0
H000307,0.18344,0.87344,0.46886,7.79,3.5,4.94,41.18,0,0,0,0.72154,0.71429,0.84279,0.55252,0.16472,415714.26,1
H000308,0.15319,0.85649,0.93318,2.69,0.0,6.04,11.64,1,0,0,0.81317,0.14286,0.95,0.44734,0.41847,345561.72,1
H000309,0.24084,0.85149,0.86731,10.44,6.3,0.0,12.62,0,0,0,0.80188,0.85714,0.41553,0.82789,0.4941,958692.94,0
H000310,0.18812,0.53362,0.82617,5.6,2.67,5.63,12.79,1,0,0,0.88131,0.14286,0.69949,0.71764,0.58725,149269.58,0
H000311,0.44345,0.94446,0.78617,0.9,0.0,0.0,25.69,0,0,0,0.71635,1.0,0.28826,0.7942,0.49822,589916.51,0
H000312,0.43562,0.62912,0.90508,6.44,0.0,0.0,43.39,0,1,0,0.74863,0.85714,0.77499,0.61995,0.0966,864781.79,0
H000313,0.42021,0.91223,0.75609,0.0,6.66,6.12,20.69,0,0,0,0.98873,0.14286,0.52381,0.51203,0.22279,818609.35,0
H000314,0.0747,0.45724,0.93601,8.97,0.0,10.17,38.97,0,0,0,0.80585,1.0,0.71437,0.33515,0.27036,1191201.79,1
H000315,0.1541,0.79923,0.80157,0.0,0.0,2.89,37.15,0,0,0,0.78584,0.85714,0.85475,0.7703,0.51066,357958.91,0
H000316,0.08245,0.75556,0.79898,5.34,1.45,10.4,3.99,0,0,0,1.0,0.42857,0.46052,0.5414,0.321,534555.56,0
H000317,0.27046,0.43538,0.64561,0.0,3.68,7.65,45.12,0,0,0,0.70937,0.57143,0.52411,0.51522,0.40011,552159.16,1
H000318,0.50692,0.95516,0.91097,2.17,1.91,6.99,33.81,0,0,0,0.69782,0.28571,0.54803,0.42582,0.18081,730001.61,0
H000319,0.21948,0.90089,0.78329,0.0,8.93,0.0,36.1,0,1,0,0.86921,0.14286,0.64447,0.2082,0.32097,322026.27,0
H000320,0.55565,0.57803,0.94835,6.89,3.99,9.18,34.93,0,0,0,0.80291,0.28571,0.47041,0.29304,0.40885,714748.35,1
H000321,0.29045,0.71005,0.47624,0.0,7.18,10.12,0.0,0,0,0,0.78322,0.57143,0.54267,0.7483,0.44532,108393.97,1
H000322,0.20508,0.84063,0.73509,7.74,0.0,21.21,0.11,0,1,0,0.91683,0.0,0.91868,0.71745,0.49391,3183852.24,1
H000323,0.61326,0.77911,0.93533,0.0,0.0,0.0,47.42,0,1,0,0.8724,0.85714,0.27292,0.39069,0.05195,487850.01,0
H000324,0.35347,0.89719,0.85015,3.94,7.05,11.99,0.0,0,0,1,0.79861,0.14286,0.27446,0.76156,0.3874,283450.37,1
H000325,0.19411,0.56,0.80065,5.24,0.04,7.3,9.27,0,0,0,0.5907,1.0,0.80154,0.51239,0.43932,98179.14,1
H000326,0.48744,0.64449,0.5633,5.88,0.0,7.07,20.99,0,0,0,0.7891,0.71429,0.7797,0.98578,0.16818,787045.57,0
H000327,0.66351,0.65719,0.79407,6.4,0.72,11.15,16.87,0,0,0,0.82067,1.0,0.95,0.52628,0.0,201037.99,1
H000328,0.25652,0.79484,0.85674,0.0,2.6,0.0,26.7,0,0,0,1.0,0.57143,0.72461,0.7623,0.18262,1466328.47,0
H000329,0.23092,0.92215,0.70577,0.0,1.04,23.25,3.15,0,1,0,0.9275,0.0,0.40804,0.37531,0.22135,148634.83,0
H000330,0.13465,0.92042,0.84857,0.0,3.38,0.0,11.44,1,0,0,1.0,0.71429,0.61722,0.15754,0.29874,463013.64,0
H000331,0.56794,0.67609,0.53375,7.95,2.95,0.0,15.36,0,0,0,0.84336,0.71429,0.70678,0.56291,0.47539,67869.91,1
H000332,0.33158,0.83432,0.61089,0.0,0.0,0.59,24.73,0,0,0,0.59235,0.42857,0.59279,0.90374,0.10341,207389.71,0
H000333,0.15214,0.47271,0.66738,0.0,2.84,0.0,27.43,0,0,0,0.92304,0.14286,0.84476,0.55585,0.33839,682207.67,0
H000334,0.1748,0.93353,0.8087,4.15,1.53,16.13,6.8,0,0,0,0.91581,0.71429,0.47861,0.51603,0.40827,250010.45,0
H000335,0.49191,0.90209,0.84399,11.87,2.05,7.16,19.74,0,0,0,0.61565,0.57143,0.53803,0.84386,0.17922,1377851.79,1
H000336,0.13684,0.72078,0.94326,3.85,1.24,11.33,32.75,0,0,0,0.92807,0.0,0.37679,0.5475,0.55909,902435.98,1
H000337,0.26251,0.79712,0.69363,2.46,0.93,0.0,0.0,0,0,0,0.5473,0.57143,0.49965,0.78206,0.0109,727588.25,0
H000338,0.37159,0.88491,0.84361,0.44,0.0,0.0,23.0,0,0,0,0.6927,0.0,0.42626,0.4734,0.52718,270376.6,0
H000339,0.2842,0.82267,0.87756,9.07,0.38,0.0,37.13,1,0,0,0.9981,0.71429,0.72264,0.56948,0.09289,719527.93,1
H000340,0.08825,0.61637,0.87592,3.83,7.26,2.59,30.76,0,0,0,0.97385,0.57143,0.78499,0.5968,0.26523,460091.54,1
H000341,0.36911,0.72082,0.82375,8.97,1.0,0.0,29.87,0,0,0,0.79988,0.42857,0.83868,0.02653,0.70272,1722215.25,0
H000342,0.05076,0.84554,0.772,1.13,1.06,0.0,35.45,0,0,0,0.97046,0.85714,0.65175,0.46476,0.47142,212389.79,0
H000343,0.01545,0.7193,0.60488,4.77,2.54,0.37,3.25,0,0,0,0.9047,0.14286,0.73769,0.76422,0.36595,417735.62,0
H000344,0.23016,0.76619,0.78227,0.0,0.0,0.0,16.52,0,0,0,0.7962,0.28571,0.2533,0.7189,0.56482,425559.56,0
H000345,0.53586,0.6001,0.8899,7.1,0.02,1.63,2.82,0,0,0,0.78916,0.28571,0.49113,0.6626,0.39578,153584.02,1
H000346,0.31609,0.68461,0.63339,2.69,1.81,18.85,37.88,0,0,0,0.73974,0.14286,0.60554,0.55274,0.49963,1752820.64,1
H000347,0.17528,0.79528,0.65488,10.29,6.51,0.0,9.82,0,0,0,0.7685,0.42857,0.72708,0.43783,0.39611,376555.37,1
H000348,0.12941,0.87357,0.70892,11.59,0.73,12.97,0.0,0,0,0,0.59871,0.14286,0.63756,0.5917,0.33035,887288.09,0
H000349,0.10006,0.42305,0.51344,11.03,4.17,0.0,17.75,0,0,0,0.88512,0.28571,0.77134,0.26105,0.06014,1144808.5,0
H000350,0.4099,0.81314,0.95491,9.63,2.1,0.0,26.08,0,0,0,1.0,0.28571,0.46015,0.46029,0.48325,292550.95,0
H000351,0.19133,0.71956,0.68061,8.85,0.48,7.57,35.21,0,0,0,0.79897,0.71429,0.45229,0.45898,0.11749,232039.13,1
H000352,0.47507,0.71127,0.82722,1.48,0.62,7.62,10.9,0,0,1,0.88817,0.85714,0.40513,0.51025,0.11755,116467.92,0
H000353,0.11678,0.77607,0.89434,0.0,0.0,0.0,12.07,0,0,0,0.84958,0.14286,0.52512,0.4036,0.60568,1013784.36,1
H000354,0.15432,0.90567,0.83907,0.0,4.79,0.0,0.0,0,0,0,0.78469,0.14286,0.30235,0.39348,0.42229,1295787.68,0
H000355,0.32608,0.85298,0.71931,5.87,2.88,0.39,18.0,0,0,0,0.86926,0.57143,0.6679,0.2307,0.53803,392607.83,0
H000356,0.21161,0.98658,0.79241,7.51,0.99,3.3,4.53,0,0,0,0.88246,0.71429,0.40403,0.6072,0.04135,225803.13,0
H000357,0.0187,0.79426,0.96358,0.0,4.27,0.0,0.0,1,0,0,0.72676,0.57143,0.67209,0.34555,0.13728,362552.97,0
H000358,0.06955,0.86157,0.82576,6.91,3.23,14.11,52.99,0,0,0,0.88823,0.57143,0.57148,0.49863,0.33792,1088923.68,0
H000359,0.14324,0.87236,0.59571,2.64,0.0,0.75,41.53,0,0,0,0.82257,0.0,0.75208,0.60439,0.06193,244270.95,0
H000360,0.07721,0.75433,0.72684,0.0,0.76,0.0,44.95,0,0,0,0.76824,0.85714,0.55912,0.53799,0.36607,696440.1,0
H000361,0.15397,0.85164,0.71324,5.56,3.09,11.59,16.97,0,0,0,0.82815,0.85714,0.40868,0.44779,0.42111,1011335.85,0
H000362,0.31049,0.87751,0.98968,3.37,0.0,1.2,11.35,0,0,0,0.85092,0.42857,0.61827,0.73717,0.51147,320239.0,0
H000363,0.07098,0.59019,0.75071,5.38,0.46,0.0,20.9,0,0,0,0.97927,0.14286,0.54595,0.67889,0.0,118007.99,1
H000364,0.3513,0.73824,0.68564,3.59,0.81,7.46,0.0,0,1,0,0.99176,1.0,0.47449,0.43798,0.36019,223470.84,0
H000365,0.11699,0.93519,0.87332,1.34,5.13,5.03,0.0,0,0,0,0.89918,0.42857,0.69243,0.74672,0.16152,705501.99,0
H000366,0.15861,0.8793,0.87466,6.77,0.0,0.0,22.95,0,0,0,0.69392,0.85714,0.57858,0.70816,0.16475,162874.13,0
H000367,0.04291,0.54601,0.80496,10.44,0.0,9.43,0.0,0,0,0,0.77792,0.14286,0.43288,0.79,0.25641,1342902.75,1
H000368,0.31439,0.5743,0.58502,4.93,0.85,0.95,28.32,0,0,0,1.0,0.0,0.78333,0.40923,0.55166,272668.76,1
H000369,0.28992,0.92706,0.6754,2.65,1.83,2.77,0.0,0,0,0,0.54602,0.57143,0.54274,0.51584,0.54099,219247.53,0
H000370,0.05897,0.64134,0.70781,4.19,0.0,6.44,25.33,0,0,0,0.6605,0.42857,0.62541,0.42498,0.27499,544444.36,0
H000371,0.26107,0.94115,0.75026,0.0,3.86,3.05,1.77,0,0,0,1.0,0.0,0.53458,0.60173,0.21005,618214.49,1
H000372,0.22582,0.85469,0.48462,0.0,0.0,14.03,8.83,0,0,0,0.84034,0.85714,0.95,0.60963,0.34228,273924.43,0
H000373,0.42494,0.79571,0.72855,0.0,0.0,1.07,9.82,0,0,0,0.81931,0.71429,0.15423,0.73779,0.21017,894819.87,0
H000374,0.16229,0.71931,0.92798,8.37,2.56,6.19,0.0,0,0,0,0.82487,0.14286,0.36161,0.15397,0.25612,2184360.98,0
H000375,0.48317,0.80973,0.78011,4.98,0.0,11.57,20.82,1,0,1,0.85963,0.57143,0.75728,0.71951,0.13206,1037163.88,1
H000376,0.30665,0.91277,0.83128,11.6,4.53,11.74,7.81,0,0,0,0.86878,0.71429,0.95,0.98433,0.38297,402391.05,0
H000377,0.1122,0.88466,0.89715,0.0,1.64,0.0,15.89,1,0,0,0.89351,0.71429,0.56133,0.93461,0.20544,239441.0,0
H000378,0.10335,0.92171,0.8953,2.93,0.67,7.04,0.0,0,0,0,0.88054,0.28571,0.66741,0.51976,0.0,227977.98,0
